brand_name,carname,carImg,saleVolume, price,manufacturer,rank,carModel, energyType,marketTime,insure
荣威,荣威i5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3deaa243484f4c34a254b5c212a8ad7a~tplv-resize:640:0.png,6464,"[4.89, 7.09]",上汽集团,112,紧凑型车,汽油,2023.07,4年或15万公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/img/motor-mis-img/058f6dd326221149f0f7d23aec62600c~tplv-resize:640:0.png,6387,"[28.39, 38.09]",沃尔沃亚太,113,中型SUV,48V轻混系统,2023.05,3年不限公里
深蓝汽车,深蓝SL03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89bf7774d79f44eab5d9acca6ba8712e~tplv-resize:640:0.png,6382,"[13.99, 67.79]",深蓝汽车,114,中型车,增程式,2023.08,3年或12万公里
马自达,马自达3 昂克赛拉,https://p9-dcd.byteimg.com/img/motor-mis-img/2ed9950bbf60e473727cf3735528e032~tplv-resize:640:0.png,6357,"[8.99, 18.99]",长安马自达,115,紧凑型车,汽油,2023.07,3年或10万公里
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/motor-mis-img/2d8a5201cffa633101a59b71d00fafef~tplv-resize:640:0.png,6281,"[37.87, 62.97]",上汽奥迪,116,中大型车,汽油,2023.08,3年或10万公里
丰田,格瑞维亚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dc353aa6c1ef46eda1ea28f39304c725~tplv-resize:640:0.png,6235,"[29.38, 39.38]",一汽丰田,117,中大型MPV,油电混合,2023.04,4年或10万公里
领克,领克03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/496f813bab0e479cb6484b656f93e1d8~tplv-resize:640:0.png,6200,"[12.48, 42.03]",领克,118,紧凑型车,油电混合,2022.09,4年或10万公里
奥迪,奥迪A3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bed15598b2964894805e3c74db0e7e23~tplv-resize:640:0.png,6125,"[14.22, 19.6]",一汽-大众奥迪,119,紧凑型车,汽油,2023.10,3年或10万公里
哈弗,哈弗猛龙,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c32096c27314426097e1f0b95a3c8839~tplv-resize:640:0.png,6098,"[16.58, 18.38]",长城汽车,120,紧凑型SUV,插电式混合动力,2023.10,6年或15万公里
奔驰,奔驰GLB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png,5860,"[21.35, 28.16]",北京奔驰,121,紧凑型SUV,汽油,2023.08,3年不限公里
大众,途昂,https://p3-dcd.byteimg.com/img/motor-mis-img/10e227cb6150184e8a7177c3ede5ea06~tplv-resize:640:0.png,5797,"[22.5, 37]",上汽大众,122,中大型SUV,汽油,2023.09,3年或10万公里
宝马,宝马i3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ec42e56919241d7810481cc6fa5a1d4~tplv-resize:640:0.png,5786,"[21, 26]",华晨宝马,123,中型车,纯电动,2023.11,3年或10万公里
丰田,赛那,https://p3-dcd.byteimg.com/img/motor-mis-img/3d40895e3ab4e118a086187f7e78ebba~tplv-resize:640:0.png,5706,"[29.98, 40.18]",广汽丰田,124,中大型MPV,油电混合,2023.03,3年或10万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/img/motor-mis-img/91d1a9696ea68fc6427247e5dd2d5ef1~tplv-resize:640:0.png,5700,"[7.09, 14.99]",奇瑞汽车,125,紧凑型SUV,汽油,2023.07,3年或10万公里
坦克,坦克300,https://p9-dcd.byteimg.com/img/motor-mis-img/53d89e20ef5df0119912ecfc6db642ae~tplv-resize:640:0.png,5670,"[19.98, 30.28]",长城汽车,126,紧凑型SUV,汽油,2023.08,5年或15万公里
别克,威朗,https://p3-dcd.byteimg.com/img/motor-mis-img/f935e27660580af362e268ff6a476c00~tplv-resize:640:0.png,5659,"[8.69, 11.09]",上汽通用别克,127,紧凑型车,汽油,2022.10,3年或10万公里
日产,奇骏,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5ae572c93a99402d89bab23657b64d6e~tplv-resize:640:0.png,5658,"[14.93, 24.49]",东风日产,128,紧凑型SUV,汽油电驱,2023.05,3年或10万公里
大众,ID.4 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/36142136c6134cffb5a91e3273ace471~tplv-resize:640:0.png,5600,"[14.79, 22.94]",一汽-大众,129,紧凑型SUV,纯电动,2023.10,3年或10万公里
广汽传祺,传祺E8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6a36b18458d54bbcb9273c6aed5a7171~tplv-resize:640:0.png,5562,"[20.98, 22.98]",广汽乘用车,130,中型MPV,插电式混合动力,2023.11,3年或10万公里
广汽传祺,传祺GS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a3e0987f48e44deb8709e776e4131cd7~tplv-resize:640:0.png,5496,"[7.08, 9.68]",广汽乘用车,131,小型SUV,汽油,2023.03,3年或10万公里
大众,T-ROC探歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/971a229a85f143dea9402821819b8b84~tplv-resize:640:0.png,5449,"[12.39, 14.49]",一汽-大众,132,紧凑型SUV,汽油,2023.04,3年或10万公里
小鹏汽车,小鹏G9,https://p3-dcd.byteimg.com/img/motor-mis-img/57c7fd76817fb6148dce372c42acc18c~tplv-resize:640:0.png,5405,"[25.89, 41.99]",小鹏汽车,133,中大型SUV,纯电动,2023.09,5年或12万公里
别克,君威,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/65ca9a0988cf45e29d3c04aca829f355~tplv-resize:640:0.png,5373,"[13.68, 18.98]",上汽通用别克,134,中型车,汽油,2023.07,3年或10万公里
奇瑞,瑞虎9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b902804d7fc84f5e9ca12ac0d2ff0e27~tplv-resize:640:0.png,5230,"[14.59, 20.29]",奇瑞汽车,135,中型SUV,汽油,2023.05,3年或10万公里
广汽传祺,传祺M8,https://p9-dcd.byteimg.com/img/motor-mis-img/6e784e8e17abc04adea0d726fe51ff69~tplv-resize:640:0.png,5218,"[17.18, 34.28]",广汽乘用车,136,中大型MPV,汽油,2023.07,3年或10万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,5211,"[11.29, 18.19]",东风本田,137,紧凑型SUV,汽油,2023.04,3年或10万公里
方程豹,豹5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c4dd30eca44470a917d366c05db05b5~tplv-resize:640:0.png,5086,"[28.98, 35.28]",方程豹,138,中型SUV,插电式混合动力,2023.11,6年或15万公里
吉利汽车,缤越,https://p9-dcd.byteimg.com/img/motor-mis-img/d119bbcc22df849ce240cd08c329eabb~tplv-resize:640:0.png,5013,"[6.78, 9.38]",吉利汽车,139,小型SUV,汽油,2023.05,4年或10万公里
比亚迪,宋L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e28737a95cd4a9aba1b33c6bee37d69~tplv-resize:640:0.png,4988,"[18.98, 24.98]",比亚迪,140,中型SUV,纯电动,2023.12,6年或15万公里
五菱汽车,五菱佳辰,https://p9-dcd.byteimg.com/img/motor-mis-img/1d111f4c68dbfde0d1fd3c455a3a2db7~tplv-resize:640:0.png,4954,"[5.68, 9.48]",上汽通用五菱,141,紧凑型MPV,油电混合,2023.06,3年或10万公里
奔驰,奔驰A级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f3aa2146a74d47e3ab4844b147234e37~tplv-resize:640:0.png,4946,"[15.91, 18.26]",北京奔驰,142,紧凑型车,汽油,2023.05,3年不限公里
长安,逸达,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/eac9a5b665864f3b8c6b0b1d72e3f2bc~tplv-resize:640:0.png,4909,"[6.99, 9.79]",长安汽车,143,紧凑型车,汽油,2023.08,3年或10万公里
岚图,岚图梦想家 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/31400576760b4db4819a38b1aeeb7c38~tplv-resize:640:0.png,4879,"[33.99, 63.99]",岚图汽车,144,中大型MPV,插电式混合动力,2023.10,6年或15万公里
现代,现代ix35,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,4834,"[10.38, 15.08]",北京现代,145,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
标致,标致408,https://p9-dcd.byteimg.com/img/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,4744,"[9.57, 11.17]",东风标致,146,紧凑型车,汽油,2022.08,5年或15万公里
本田,缤智,https://p9-dcd.byteimg.com/img/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,4690,"[9.49, 11.49]",广汽本田,147,小型SUV,汽油,2022.11,3年或10万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,4648,"[4.98, 7.98]",上汽通用五菱,148,小型SUV,汽油,2023.04,3年或10万公里
大众,揽巡,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c9d9e77cdf5462a86c515692b23c0e7~tplv-resize:640:0.png,4566,"[23.99, 29.09]",一汽-大众,149,中大型SUV,汽油,2023.11,3年或10万公里
AITO,问界M5,https://p3-dcd.byteimg.com/img/motor-mis-img/87fe46f305be3e4a5b66508782f24e81~tplv-resize:640:0.png,4563,"[24.98, 33.18]",赛力斯汽车,150,中型SUV,增程式,2023.07,4年或10万公里
名爵,MG5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d6a56e2049ac4b208d49d4f02f2916c3~tplv-resize:640:0.png,4510,"[5.79, 9.09]",上汽集团,151,紧凑型车,汽油,2023.05,3年或10万公里
吉利银河,银河L6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b3ee25dceca4fe5982a29702074a0a2~tplv-resize:640:0.png,4506,"[10.78, 14.18]",吉利银河,152,紧凑型车,插电式混合动力,2023.09,6年或15万公里
大众,大众CC,https://p3-dcd.byteimg.com/img/motor-mis-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png,4503,"[19.39, 26.49]",一汽-大众,153,中型车,汽油,2022.09,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/motor-mis-img/ef2d3df828e04fead57e3c86279360bd~tplv-resize:640:0.png,4494,"[6.08, 9.28]",上汽通用五菱,154,紧凑型SUV,油电混合,2022.08,3年或10万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/motor-mis-img/a9fccec0fd194cfcb6c2cbfe78397a4e~tplv-resize:640:0.png,4439,"[10.59, 14.49]",一汽-大众捷达,155,中型SUV,汽油,2023.05,3年或10万公里
东风风神,奕炫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f2597be887af41fdb6174c3200a98d2c~tplv-resize:640:0.png,4410,"[6.49, 9.39]",东风乘用车,156,紧凑型车,汽油,2022.10,3年或10万公里
奥迪,奥迪Q3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cec6f6ed88e64f038b81185e048ebf8a~tplv-resize:640:0.png,4383,"[20.98, 26.74]",一汽-大众奥迪,157,紧凑型SUV,汽油,2023.08,3年或10万公里
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/008ce8adb1ad4b24acfb8fade865172a~tplv-resize:640:0.png,4271,"[20.99, 32.49]",小鹏汽车,158,中型车,纯电动,2023.11,5年或12万公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/img/motor-mis-img/5ba123b24bd9a5f043a996a09501b6dd~tplv-resize:640:0.png,4228,"[9.09, 12.99]",奇瑞汽车,159,紧凑型SUV,汽油,2023.10,4年或10万公里
东风风神,皓瀚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a07d88623a346058756af5631710351~tplv-resize:640:0.png,4215,"[8.99, 13.69]",东风乘用车,160,紧凑型SUV,汽油,2023.08,3年或10万公里
坦克,坦克500 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7fbd823a6e444011b0b69c2a19c6fcb1~tplv-resize:640:0.png,4169,"[33.5, 33.5]",长城汽车,161,中大型SUV,插电式混合动力,2023.06,5年或15万公里
吉利几何,吉利几何E萤火虫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab171bed6a464941a57445172e7bf752~tplv-resize:640:0.png,4094,"[6.88, 8.78]",吉利几何,162,小型SUV,纯电动,2023.08,4年或10万公里
坦克,坦克400 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f45e86b33d5d4a7aafddb5dccf225299~tplv-resize:640:0.png,4086,"[27.98, 28.98]",长城汽车,163,中大型SUV,插电式混合动力,2023.09,5年或15万公里
埃安,AION V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/095f566cce6b433386168deed118871d~tplv-resize:640:0.png,4062,"[14.99, 22.29]",广汽埃安新能源,164,紧凑型SUV,纯电动,2023.06,4年或15万公里
奇瑞,艾瑞泽5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aef5212cbadd4c05a9c450eaed0813e1~tplv-resize:640:0.png,4060,"[5.39, 7.98]",奇瑞汽车,165,紧凑型车,汽油,2023.10,3年或10万公里
吉利汽车,博越,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab4d56315ff4d8c98ee26346d40f71d~tplv-resize:640:0.png,4033,"[8.98, 11.58]",吉利汽车,166,紧凑型SUV,汽油,2024.01,4年或10万公里
荣威,荣威D7 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,4006,"[10.98, 13.28]",上汽集团,167,中型车,插电式混合动力,2023.11,6年或15万公里
宝马,宝马iX3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,3982,"[27.19, 30.26]",华晨宝马,168,中型SUV,纯电动,2023.02,3年或10万公里
比亚迪,海豹,https://p3-dcd.byteimg.com/img/motor-mis-img/d7ab3d316e19b29973be27d746df2fa9~tplv-resize:640:0.png,3979,"[18.48, 27.28]",比亚迪,169,中型车,纯电动,2023.05,6年或15万公里
马自达,马自达CX-5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png,3951,"[12.58, 20.68]",长安马自达,170,紧凑型SUV,汽油,2023.09,3年或10万公里
红旗,红旗HS3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/130d0777d22c4e7aba7791c0ee645462~tplv-resize:640:0.png,3887,"[13.08, 18.08]",一汽红旗,171,紧凑型SUV,汽油,2023.07,4年或10万公里
长安启源,长安启源A07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8a84daad1c4b416aac405f4ec61a2e4c~tplv-resize:640:0.png,3802,"[14.19, 16.29]",长安启源,172,中大型车,增程式,2023.09,3年或15万公里
奇瑞,探索06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/93b15f0f1967433faca5cac4ef9289cd~tplv-resize:640:0.png,3715,"[11.09, 13.89]",奇瑞汽车,173,紧凑型SUV,汽油,2023.12,3年或10万公里
本田,本田XR-V,https://p3-dcd.byteimg.com/img/motor-mis-img/75fc061a24092b6aa7cca9a14f8e8a2e~tplv-resize:640:0.png,3699,"[9.99, 12.29]",东风本田,174,小型SUV,汽油,2023.08,3年或10万公里
星途,星途瑶光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,3650,"[14.98, 20.68]",星途,175,中型SUV,汽油,2023.02,3年或10万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/img/motor-mis-img/d0be756edf1c5cf4c9e6552497309e85~tplv-resize:640:0.png,3570,"[9.2, 14.2]",广汽乘用车,176,紧凑型车,汽油,2023.03,3年或10万公里
别克,别克GL8,https://p3-dcd.byteimg.com/img/motor-mis-img/1b5d71c459535ea55476f5dd7a91be6c~tplv-resize:640:0.png,3531,"[22.79, 46.89]",上汽通用别克,177,中大型MPV,48V轻混系统,2023.02,3年或10万公里
本田,本田e:NS1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,3520,"[14.5, 18.8]",东风本田,178,小型SUV,纯电动,2022.04,3年或12万公里
宝骏,云朵,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,3487,"[6.98, 14.58]",上汽通用五菱,179,紧凑型车,纯电动,2023.08,3年或10万公里
奇瑞新能源,小蚂蚁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c582d200e0fe44c7b1b5f3b6134c8849~tplv-resize:640:0.png,3478,"[5.99, 9.3]",奇瑞新能源,180,微型车,纯电动,2023.10,3年或12万公里
蓝电,蓝电E5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,3474,"[9.98, 15.19]",赛力斯蓝电汽车,181,中型SUV,插电式混合动力,2023.03,6年或15万公里
名爵,MG7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,3391,"[11.98, 16.98]",上汽集团,182,中型车,汽油,2023.03,3年或10万公里
广汽传祺,传祺M6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7f73f6f447314098ac00754b8b25efd2~tplv-resize:640:0.png,3371,"[10.88, 14.88]",广汽乘用车,183,紧凑型MPV,汽油,2022.12,3年或10万公里
领克,领克06,https://p9-dcd.byteimg.com/img/motor-mis-img/189c2b11c6396ed5c63d9db5a57e6341~tplv-resize:640:0.png,3362,"[10.56, 12.68]",领克,184,小型SUV,汽油,2022.09,4年或10万公里
星途,星途凌云,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/023c83c093834e84a0ed4cf48601be51~tplv-resize:640:0.png,3361,"[13.29, 18.29]",星途,185,中型SUV,汽油,2023.07,3年或10万公里
哈弗,哈弗M6,https://p9-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,3345,"[6.19, 8.29]",长城汽车,186,紧凑型SUV,汽油,2023.03,3年或10万公里
福特,领睿,https://p9-dcd.byteimg.com/img/motor-mis-img/2e84d7b827ee1d79eea53e9aec7ff9de~tplv-resize:640:0.png,3345,"[11.48, 15.78]",江铃福特,187,中型SUV,汽油,2023.08,3年或10万公里
蔚来,蔚来ET5T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a03cf015743343d0aa5a45c8b02551c9~tplv-resize:640:0.png,3331,"[29.8, 35.6]",蔚来,188,中型车,纯电动,2023.06,3年或12万公里
沃尔沃,沃尔沃S90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/29edd1a1863d4861850a5e55c29532e8~tplv-resize:640:0.png,3305,"[30.69, 40.59]",沃尔沃亚太,189,中大型车,48V轻混系统,2023.06,3年不限公里
岚图,岚图FREE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/debb222a0b6f4a888c798b60e527050e~tplv-resize:640:0.png,3284,"[26.69, 26.69]",岚图汽车,190,中大型SUV,增程式,2023.08,5年或10万公里
本田,奥德赛,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5dcacaaacb3459cb9c4c522a0df3c82~tplv-resize:640:0.png,3171,"[21.58, 40.98]",广汽本田,191,中型MPV,油电混合,2023.06,3年或10万公里
ARCFOX极狐,极狐考拉,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2ae812bccf4746899d8d2ed99bbd9573~tplv-resize:640:0.png,3134,"[13.18, 15.88]",北汽新能源,192,紧凑型MPV,纯电动,2023.09,5年或12万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,3113,"[7.18, 10.08]",广汽本田,193,小型车,汽油,2023.04,3年或10万公里
飞凡汽车,飞凡R7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,3099,"[18.99, 22.99]",飞凡汽车,194,中大型SUV,纯电动,2023.11,5年或12万公里
凯翼,凯翼拾月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,3079,"[5.39, 9.98]",凯翼汽车,195,微型车,纯电动,2023.11,3年或12万公里
捷途,捷途X90,https://p9-dcd.byteimg.com/img/motor-mis-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png,3039,"[13.19, 16.49]",奇瑞汽车,196,中型SUV,汽油,2022.11,4年或10万公里
东风风神,东风风神E70,https://p9-dcd.byteimg.com/img/motor-mis-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,3025,"[14.28, 15.38]",东风乘用车,197,紧凑型车,纯电动,2023.03,3年或30万公里
福特,锐界,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cad5d4e17ca14279b93666d6e3164c3d~tplv-resize:640:0.png,3024,"[22.1, 30.1]",长安福特,198,中型SUV,汽油,2023.04,3年或10万公里
吉利汽车,缤瑞,https://p3-dcd.byteimg.com/img/motor-mis-img/9125fbf12f1de7a3fe03d9a1c7857412~tplv-resize:640:0.png,3018,"[7.98, 9.98]",吉利汽车,199,紧凑型车,汽油,2023.08,4年或10万公里
本田,冠道,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,3014,"[20.78, 29.78]",广汽本田,200,中型SUV,汽油,2023.08,3年或10万公里
长安,长安CS35 PLUS,https://p9-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,3011,"[6.99, 8.19]",长安汽车,201,小型SUV,汽油,2023.09,3年或10万公里
北京,北京BJ40,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a8235032015497c9b815308b121c4ba~tplv-resize:640:0.png,3009,"[14.98, 26.99]",北京汽车,202,紧凑型SUV,汽油,2023.11,5年或15万公里
大众,揽境,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e14ccc42e68c4f239d6be4af52e2995f~tplv-resize:640:0.png,2994,"[23.29, 35.49]",一汽-大众,203,中大型SUV,汽油,2023.11,3年或10万公里
五菱汽车,五菱荣光,https://p3-dcd.byteimg.com/img/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png,2991,"[4.09, 4.75]",上汽通用五菱,204,微面,汽油,2023.04,3年或6万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/img/motor-mis-img/1c7a3356986a77510a0b53855fb5a868~tplv-resize:640:0.png,2975,"[15.28, 16.68]",比亚迪,205,紧凑型车,纯电动,2021.05,6年或60万公里
奔腾,奔腾T55,https://p3-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,2921,"[8.09, 9.99]",一汽奔腾,206,紧凑型SUV,汽油,2023.04,3年或10万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/img/motor-mis-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png,2919,"[8.19, 14.09]",上汽集团,207,紧凑型SUV,汽油,2022.08,3年或10万公里
大众,Polo,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,2918,"[7.09, 11.69]",上汽大众,208,小型车,汽油,2023.05,3年或10万公里
蔚来,蔚来EC6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3362ddc7fbb4a13a303fc940c09d0fe~tplv-resize:640:0.png,2887,"[35.8, 41.6]",蔚来,209,中型SUV,纯电动,2023.09,3年或12万公里
大众,途铠,https://p9-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,2861,"[9.19, 13.79]",上汽大众,210,小型SUV,汽油,2023.05,3年或10万公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d2a56308a184ed89115a0b35d840d2e~tplv-resize:640:0.png,2858,"[12.98, 14.58]",长安汽车,211,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
凯迪拉克,凯迪拉克XT5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/34121f151dfa4523a4d827d0d3ea7a3e~tplv-resize:640:0.png,2815,"[25.97, 35.97]",上汽通用凯迪拉克,212,中型SUV,48V轻混系统,2023.09,3年不限公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1a4aff7cb585445d897494310ccaaaad~tplv-resize:640:0.png,2754,"[21.16, 28.26]",一汽-大众奥迪,213,紧凑型SUV,纯电动,2023.11,3年或10万公里
领克,领克06 EM-P,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0b14beda740d47ea8db4e20cec55f377~tplv-resize:640:0.png,2700,"[13.28, 15.78]",领克,214,小型SUV,插电式混合动力,2023.11,5年或10万公里
比亚迪,护卫舰 07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,2629,"[18.48, 27.18]",比亚迪,215,中型SUV,插电式混合动力,2022.12,6年或15万公里
魏牌,蓝山DHT-PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d81ba06d1efb4049a67bd2fd3b4e7f03~tplv-resize:640:0.png,2564,"[27.38, 30.88]",长城汽车,216,中大型SUV,插电式混合动力,2023.04,5年或15万公里
别克,君越,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d46a7ee58b8a41ac8a6872614bd23172~tplv-resize:640:0.png,2562,"[15.98, 22.99]",上汽通用别克,217,中型车,汽油,2023.05,3年或10万公里
长安启源,长安启源A05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/90024992da744ec1a944c8bca7fb6a3d~tplv-resize:640:0.png,2529,"[8.79, 11.79]",长安启源,218,紧凑型车,插电式混合动力,2023.10,3年或15万公里
零跑汽车,零跑C01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/29eebc897a7e48b7843ad9a59acb896b~tplv-resize:640:0.png,2473,"[14.08, 20.38]",零跑汽车,219,中大型车,纯电动,2023.03,4年或12万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,2402,"[8.18, 13.18]",睿蓝汽车,220,紧凑型车,纯电动,2023.03,1年或15万公里
大众,威然,https://p3-dcd.byteimg.com/img/motor-mis-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,2373,"[26.48, 37.78]",上汽大众,221,中大型MPV,汽油,2023.08,3年或10万公里
广汽传祺,影酷,https://p9-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,2364,"[9.98, 13.98]",广汽乘用车,222,紧凑型SUV,汽油,2022.09,3年或10万公里
