brand_name,carname,carImg,saleVolume, price,manufacturer,rank,carModel, energyType,marketTime,insure
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,2356,"[32.98, 38.98]",广汽乘用车,223,中大型MPV,插电式混合动力,2023.05,3年或10万公里
长安欧尚,长安欧尚X7 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/792f6cb783e54f76b76081f54eb719ad~tplv-resize:640:0.png,2349,"[6.49, 12.19]",长安汽车,224,紧凑型SUV,汽油,2023.04,3年或10万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68074449504240e8bf194f287a7bdabc~tplv-resize:640:0.png,2333,"[18.48, 32.98]",北汽新能源,225,中大型车,纯电动,2023.06,3年或12万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/33b96f679225419d89ce5e5e2d36ac47~tplv-resize:640:0.png,2329,"[18.98, 22.98]",极氪,226,紧凑型SUV,纯电动,2024.01,4年或10万公里
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ebd486b72aae4e8a8607707a709a8121~tplv-resize:640:0.png,2310,"[50, 58.8]",极氪,227,中大型MPV,纯电动,2024.01,4年或10万公里
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,2279,"[17.68, 26.38]",广汽丰田,228,中型SUV,汽油,2023.03,3年或10万公里
福特,探险者,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/31302546ff654c8cb31296e9b85fe510~tplv-resize:640:0.png,2267,"[30.98, 39.98]",长安福特,229,中大型SUV,汽油,2022.09,3年或10万公里
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,2253,"[11.69, 14.79]",东风日产,230,紧凑型SUV,插电式混合动力,2023.07,6年或15万公里
丰田,凌放HARRIER,https://p9-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,2236,"[17.18, 25.88]",一汽丰田,231,中型SUV,汽油,2023.05,3年或10万公里
日产,骐达TIIDA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,2228,"[8.49, 11.09]",东风日产,232,紧凑型车,汽油,2023.08,3年或10万公里
江淮汽车,江淮X8 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,2224,"[9.38, 17.98]",江汽集团,233,中型SUV,汽油,2023.10,3年或10万公里
阿维塔,阿维塔 11,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c080d03aba5e491496cc1dab532aded0~tplv-resize:640:0.png,2202,"[30, 39]",阿维塔科技,234,中大型SUV,纯电动,2024.01,5年或12万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-mis-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,2167,"[29.8, 35.6]",蔚来,235,中型车,纯电动,2021.12,3年或12万公里
凯翼,炫界,https://p3-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,2165,"[6.39, 9.29]",凯翼汽车,236,紧凑型SUV,汽油,2024.01,3年或10万公里
广汽传祺,传祺ES9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/15c11682cdb54abfa9538ad08c148c9c~tplv-resize:640:0.png,2090,"[22.98, 26.98]",广汽乘用车,237,中大型SUV,插电式混合动力,2023.10,5年或15万公里
本田,艾力绅,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d874253ddcab4fbeac2e52354f3d9e62~tplv-resize:640:0.png,2044,"[23.98, 29.18]",东风本田,238,中型MPV,油电混合,2023.07,3年或10万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/motor-mis-img/7d0526da99f43d18ef6a7b56a6e83060~tplv-resize:640:0.png,2010,"[15.98, 22.98]",合众汽车,239,中大型车,增程式,2023.07,4年或12万公里
smart,smart精灵#1,https://p3-dcd.byteimg.com/img/motor-mis-img/d3dc084ea15c3a5ddb79094343132daa~tplv-resize:640:0.png,2009,"[17.9, 28.49]",smart,240,小型SUV,纯电动,2024.01,4年或15万公里
大众,ID.4 X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d16a58d2e5694b7b84ba28604a6421e0~tplv-resize:640:0.png,1950,"[14.9, 23.94]",上汽大众,241,紧凑型SUV,纯电动,2024.01,3年或10万公里
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/img/motor-mis-img/bf49fad02231fbc7c729f23640775a75~tplv-resize:640:0.png,1896,"[5.79, 8.99]",奇瑞汽车,242,小型SUV,汽油,2023.04,3年或10万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,1873,"[5.49, 9.49]",东风风行,243,中型MPV,汽油,2023.09,5年或10万公里
大运,悦虎,https://p9-dcd.byteimg.com/img/motor-mis-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,1856,"[5.48, 8.38]",大运汽车,244,小型SUV,纯电动,2023.06,3年或12万公里
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,1845,"[10.18, 14.08]",比亚迪,245,紧凑型车,纯电动,2023.04,6年或15万公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6b1268066a194ee5824e3e64310dd7e1~tplv-resize:640:0.png,1838,"[14.89, 16.79]",小鹏汽车,246,紧凑型车,纯电动,2023.09,4年或10万公里
林肯,冒险家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d39599a71b34b279c96d02bff066c3d~tplv-resize:640:0.png,1832,"[22.58, 32.58]",长安林肯,247,紧凑型SUV,汽油,2023.05,5年或14万公里
阿维塔,阿维塔 12,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9f103ca925eb42b0af887cc4011f7193~tplv-resize:640:0.png,1820,"[30.08, 40.08]",阿维塔科技,248,中大型车,纯电动,2023.11,5年或12万公里
长安,长安UNI-K,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,1796,"[12.99, 15.99]",长安汽车,249,中型SUV,汽油,2023.11,3年或10万公里
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,1747,"[12.48, 13.28]",东风日产,250,紧凑型车,纯电动,2022.10,3年或12万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,1738,"[14.98, 20.18]",长安福特,251,紧凑型SUV,汽油,2023.08,3年或10万公里
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,1730,"[8.68, 14.98]",上汽大通,252,紧凑型MPV,汽油,2023.04,3年或6万公里
比亚迪,元Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,1718,"[8.98, 10.78]",比亚迪,253,小型SUV,纯电动,2023.05,6年或15万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a1102b80c22949dbbd878f5d33a991ed~tplv-resize:640:0.png,1705,"[13.87, 18.67]",东风雪铁龙,254,中型车,汽油,2023.04,5年或15万公里
ARCFOX极狐,极狐 阿尔法T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8096473bc63d451da7fe5f64b97bc7ff~tplv-resize:640:0.png,1682,"[18.08, 27.58]",北汽新能源,255,中型SUV,纯电动,2023.06,3年或12万公里
五菱汽车,五菱之光,https://p3-dcd.byteimg.com/img/motor-mis-img/bf32df7a7883000dfdf00a7d80bf31ea~tplv-resize:640:0.png,1669,"[3.51, 3.79]",上汽通用五菱,256,微面,汽油,2023.04,null
北京汽车,北京X7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,1657,"[9.49, 13.99]",北京汽车,257,紧凑型SUV,汽油,2023.04,5年或10万公里
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/img/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,1656,"[15.58, 24.28]",广汽乘用车,258,中型SUV,汽油,2023.06,5年或15万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,1636,"[13.33, 18.89]",起亚,259,紧凑型SUV,汽油,2022.11,5年或10万公里
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/img/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png,1630,"[22.59, 31.39]",沃尔沃亚太,260,中型车,48V轻混系统,2023.07,3年不限公里
红旗,红旗H9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5a83a84460054405a374db60196ea265~tplv-resize:640:0.png,1611,"[26.98, 82]",一汽红旗,261,中大型车,48V轻混系统,2023.08,4年或10万公里
昊铂,昊铂HT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bc9ee36e26cb46619a5f4ff8ba186b46~tplv-resize:640:0.png,1594,"[21.39, 28.69]",广汽埃安新能源,262,中大型SUV,纯电动,2023.11,null
仰望,仰望U8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,1593,"[109.8, 109.8]",仰望,263,大型SUV,增程式,2023.09,6年或15万公里
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94095b474bee49fe9cf4700d9f323b90~tplv-resize:640:0.png,1584,"[49.8, 59.8]",蔚来,264,中大型SUV,纯电动,2022.12,3年或12万公里
奔腾,奔腾T90,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,1562,"[10, 14.7]",一汽奔腾,265,紧凑型SUV,汽油,2023.06,3年或10万公里
丰田,丰田bZ3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cbf3ea024efc4e49ad282ed1bdc84cc4~tplv-resize:640:0.png,1537,"[13.98, 16.98]",一汽丰田,266,中型车,纯电动,2023.03,null
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,1471,"[6.79, 6.79]",长安汽车,267,小型车,纯电动,2023.05,3年或12万公里
星途,星途揽月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c271cffb3ca74bedaa33e218863439d4~tplv-resize:640:0.png,1464,"[18.99, 23.89]",星途,268,中大型SUV,汽油,2023.11,3年或10万公里
iCAR,iCAR 03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dcd25fc4fb874990a1ab3d851eb4df03~tplv-resize:640:0.png,1445,"[0, 0]",奇瑞新能源,269,紧凑型SUV,纯电动,null,null
比亚迪,唐EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0e4eb3c18a9b4970b9fb9102879d383a~tplv-resize:640:0.png,1426,"[23.98, 33.28]",比亚迪,270,中型SUV,纯电动,2023.08,6年或15万公里
长安,长安UNI-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/09a8092ecee34808ae45128f9d2adb1e~tplv-resize:640:0.png,1417,"[9.99, 12.99]",长安汽车,271,紧凑型SUV,汽油,2023.02,3年或10万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0d580559172745108aaaa3b7e2aa8a18~tplv-resize:640:0.png,1404,"[9.98, 10.68]",广汽乘用车,272,紧凑型SUV,汽油,2023.04,3年或10万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,1400,"[19.97, 25.67]",上汽通用凯迪拉克,273,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
吉利汽车,星瑞L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,1380,"[12.37, 14.37]",吉利汽车,274,紧凑型车,油电混合,2023.12,5年或15万公里
现代,库斯途,https://p9-dcd.byteimg.com/img/motor-mis-img/b8003b7e07498026bae4c0eef2ac8b4f~tplv-resize:640:0.png,1376,"[14.78, 19.88]",北京现代,275,中大型MPV,汽油,2022.05,5年或10万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bb1047767b9e4323bf91566259a5cb03~tplv-resize:640:0.png,1371,"[47.78, 64.58]",福建奔驰,276,中大型MPV,汽油,2022.12,3年或6万公里
奔驰,威霆,https://p9-dcd.byteimg.com/img/motor-mis-img/99be7e56fcde356fb22ec554e1edd23f~tplv-resize:640:0.png,1368,"[27.8, 35.28]",福建奔驰,277,中大型MPV,汽油,2023.05,3年或6万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,1365,"[18.99, 27.99]",飞凡汽车,278,中大型车,纯电动,2023.11,5年或12万公里
起亚,赛图斯,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,1333,"[8.49, 13.08]",起亚,279,紧凑型SUV,汽油,2023.04,3年或10万公里
名爵,MG4 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,1322,"[11.58, 17.98]",上汽集团,280,紧凑型车,纯电动,2023.09,3年或10万公里
SRM鑫源,海狮 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/0a74400a76f63118d3640c7b6367eeb0~tplv-resize:640:0.png,1304,"[14.48, 14.68]",鑫源汽车新能源,281,微面,纯电动,2021.03,3年或6万公里
凯迪拉克,凯迪拉克GT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,1302,"[19.47, 27.97]",上汽通用凯迪拉克,282,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
东风纳米,纳米BOX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,1283,"[4.87, 7.47]",东风汽车,283,小型SUV,纯电动,2023.04,3年或6万公里
红旗,红旗HQ9,https://p3-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,1273,"[33.88, 51.88]",一汽红旗,284,中大型MPV,48V轻混系统,2022.09,4年或10万公里
海马,海马7X,https://p3-dcd.byteimg.com/img/motor-mis-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,1272,"[12.98, 16.38]",一汽海马,285,紧凑型MPV,汽油,2023.08,5年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/img/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,1260,"[12.78, 14.48]",一汽奔腾,286,紧凑型MPV,纯电动,2023.02,3年或30万公里
本田,ZR-V 致在,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,1248,"[12.99, 19.39]",广汽本田,287,紧凑型SUV,汽油,2023.02,3年或10万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/motor-mis-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,1239,"[14.99, 15.99]",长安汽车,288,紧凑型车,纯电动,2024.01,1年或12万公里
路虎,揽胜极光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f6f3c888d1094dbeb62f6472ceb0ca3a~tplv-resize:640:0.png,1239,"[23.98, 30.52]",奇瑞捷豹路虎,289,中型SUV,48V轻混系统,2023.03,3年或10万公里
起亚,起亚K3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,1234,"[8.39, 11.49]",起亚,290,紧凑型车,汽油,2023.02,3年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,1225,"[7.48, 8.48]",上汽通用五菱,291,小型SUV,纯电动,2023.05,3年或10万公里
路虎,发现运动版,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/baed337da8194904890fcbac6e0e8dce~tplv-resize:640:0.png,1213,"[23.8, 32.66]",奇瑞捷豹路虎,292,中型SUV,48V轻混系统,2023.07,3年或10万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f5b06d03ef847f7a958927ccd791263~tplv-resize:640:0.png,1202,"[18.28, 22.98]",一汽红旗,293,中型车,汽油,2023.04,4年或10万公里
别克,世纪,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,1198,"[46.98, 68.98]",上汽通用别克,294,中大型MPV,48V轻混系统,2023.08,3年或10万公里
哈弗,哈弗枭龙MAX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,1148,"[14.98, 17.38]",长城汽车,295,中型SUV,插电式混合动力,2023.05,6年或15万公里
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,1130,"[12.29, 16.69]",上汽通用雪佛兰,296,中型车,汽油,2023.06,3年或10万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,1129,"[15.48, 23.48]",长城汽车,297,中型车,纯电动,2022.10,5年或15万公里
SWM斯威汽车,斯威X7,https://p3-dcd.byteimg.com/img/motor-mis-img/11fbe3c6e9192008adca4108d69b5413~tplv-resize:640:0.png,1128,"[8.49, 10.59]",SWM斯威汽车,298,中型SUV,汽油,2021.02,8年或16万公里
SRM鑫源,金海狮,https://p9-dcd.byteimg.com/img/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png,1128,"[6.09, 10.59]",鑫源汽车,299,中型MPV,汽油,2023.09,2年或10万公里
标致,标致4008,https://p9-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,1124,"[16.47, 16.47]",东风标致,300,紧凑型SUV,汽油,2023.07,5年或15万公里
奥迪,奥迪Q2L,https://p9-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,1123,"[15.59, 18.27]",一汽-大众奥迪,301,小型SUV,汽油,2023.08,3年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68b2913fe7a54330b67436f95718fb7e~tplv-resize:640:0.png,1120,"[12.09, 14.09]",东风乘用车,302,紧凑型SUV,汽油,2023.10,3年或10万公里
启辰,启辰VX6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/de8d87c33dcb4bcbb18ea3db22b8462c~tplv-resize:640:0.png,1112,"[13.59, 15.39]",东风日产,303,紧凑型SUV,纯电动,2023.11,3年或10万公里
北京,北京BJ60,https://p3-dcd.byteimg.com/img/motor-mis-img/a1d19a6232689b9e0f3e59ac314a91c7~tplv-resize:640:0.png,1095,"[23.98, 28.58]",北京汽车,304,中大型SUV,48V轻混系统,2023.09,5年或15万公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,1081,"[7.38, 9.88]",上汽通用五菱,305,微型车,纯电动,2022.09,3年或6万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,1064,"[19.89, 21.29]",一汽-大众,306,中型车,插电式混合动力,2021.12,3年或10万公里
岚图,岚图追光 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,1049,"[25.28, 27.78]",岚图汽车,307,中大型车,插电式混合动力,2023.12,5年或10万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c7010d771a9d4e04b615808cd7290b36~tplv-resize:640:0.png,1042,"[35.59, 50.05]",北京奔驰,308,中大型SUV,纯电动,2023.12,3年不限公里
奇瑞,瑞虎3x,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/824cad6766644142b83d4b33b9a3e824~tplv-resize:640:0.png,1042,"[5.39, 8.29]",奇瑞汽车,309,小型SUV,汽油,2023.08,3年或10万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,1039,"[25.98, 35.78]",奇瑞捷豹路虎,310,中大型车,汽油,2023.04,3年或10万公里
腾势,腾势N7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c20f7e65103b4758bbb66f1a595f799c~tplv-resize:640:0.png,1035,"[28.18, 35.98]",腾势汽车,311,中型SUV,纯电动,2023.07,6年或15万公里
北京汽车,魔方,https://p9-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,1030,"[8.99, 12.19]",北京汽车,312,紧凑型SUV,汽油,2023.10,5年或10万公里
荣威,荣威D7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/279198c170654088bb304d89cfc3d72f~tplv-resize:640:0.png,1001,"[14.38, 17.08]",上汽集团,313,中型车,纯电动,2023.11,6年或15万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,1001,"[19.52, 20.41]",上汽大众,314,中型车,插电式混合动力,2022.09,3年或10万公里
日产,劲客,https://p3-dcd.byteimg.com/img/motor-mis-img/504fb3220f62bbc899bbe7bdbdb15d0a~tplv-resize:640:0.png,992,"[8.58, 9.98]",东风日产,315,小型SUV,汽油,2023.07,3年或10万公里
海马,海马8S,https://p3-dcd.byteimg.com/img/motor-mis-img/8e4dd00202765ac67a4ec8eb3c50c73f~tplv-resize:640:0.png,991,"[7.99, 13.69]",海马汽车,316,紧凑型SUV,汽油,2020.06,5年或10万公里
领克,领克01,https://p3-dcd.byteimg.com/img/motor-mis-img/d05b5b5b5508aec61dd06347a6389346~tplv-resize:640:0.png,991,"[14.99, 19.08]",领克,317,紧凑型SUV,油电混合,2022.07,4年或10万公里
本田,雅阁 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,954,"[20.88, 24.18]",广汽本田,318,中型车,插电式混合动力,2023.05,3年或10万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,952,"[20.99, 28.99]",smart,319,紧凑型SUV,纯电动,2023.06,4年或15万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,951,"[19.79, 24.19]",东风本田,320,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
奔驰,奔驰EQB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0ce310756305451683f1d6b201f17352~tplv-resize:640:0.png,921,"[19.54, 27.67]",北京奔驰,321,紧凑型SUV,纯电动,2023.09,3年不限公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,916,"[7.99, 12.99]",东风小康,322,中型SUV,汽油,2021.11,7年或15万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,903,"[14.57, 17.97]",东风标致,323,中型车,汽油,2023.04,5年或15万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,896,"[34.9, 40.09]",一汽-大众奥迪,324,中型SUV,汽油,2023.10,3年或10万公里
启辰,启辰大V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png,893,"[9.48, 11.58]",东风日产,325,紧凑型SUV,汽油,2023.09,3年或10万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a385d82599504854a61d9db1639a5daf~tplv-resize:640:0.png,889,"[9.99, 16.99]",凯翼汽车,326,中型SUV,汽油,2023.03,4年或10万公里
林肯,林肯Z,https://p9-dcd.byteimg.com/img/motor-mis-img/bcb66ab6c3d3d01477068d328fe05788~tplv-resize:640:0.png,887,"[23.18, 32.08]",长安林肯,327,中型车,汽油,2022.11,5年或14万公里
吉利汽车,吉利ICON,https://p9-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,878,"[9.49, 11.49]",吉利汽车,328,小型SUV,汽油,2022.08,4年或10万公里
凌宝汽车,凌宝BOX,https://p9-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,865,"[3.98, 6.88]",吉麦新能源,329,微型车,纯电动,2024.01,3年或6万公里
红旗,红旗H7,https://p9-dcd.byteimg.com/img/motor-mis-img/78023a6567ddb717ea22b1f44fd9d4d3~tplv-resize:640:0.png,864,"[17.97, 28.88]",一汽红旗,330,中大型车,汽油,2021.03,4年或10万公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,859,"[6.23, 7.63]",起亚,331,小型SUV,汽油,2021.06,3年或10万公里
极氪,ZEEKR 007,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7b2e691a90dc4bee8b0a230a2e84d1f4~tplv-resize:640:0.png,857,"[20.99, 29.99]",极氪,332,中型车,纯电动,2023.12,4年或10万公里
ARCFOX极狐,极狐 阿尔法T5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png,855,"[15.58, 19.98]",北汽新能源,333,中型SUV,纯电动,2023.12,5年或12万公里
长安凯程,欧诺S,https://p9-dcd.byteimg.com/img/motor-mis-img/dbacf2bc8424c00a4805c3713d449f7d~tplv-resize:640:0.png,839,"[4.49, 5.24]",长安轻型车,334,微面,汽油,2022.12,null
